"id","text","rating","afinn","lsd","vader"
1," home secretary  rightly dealing   theme  values.    value   lord carlile referred   criticised  excessive use  section 44   terrorism act 2000?  described  use   substantial encroachment   reasonable expectation   public  large    face police intervention   lives      reasonable suspicion    commit  crime.  not  value threatened  events      labour party conference   instance   person   told    not walk   cycle path occur?",-1,-0.15,-0.455,-0.56
2,"can   tell    coalition    determined  pick  children?  right   agree    measures  due  financial constraints,  conservatives   kept  ctf mechanism  place, given  success,  perhaps cut  contributions   view  reinstating   times  better rather  abolishing  funds altogether?",-1,0.24,0.556,0.868
3,"    agree   programme motion demonstrates  strange order  priorities  giving  law  homophobic hatred  hour,   likely use   given year,  implemented,  probably  tiny,   law  murder  applied every week   courts?",-1,-0.133,-0.6,-0.778
4," understand  secretary  state's argument,   concentrating  countries rather  individual cases gives  cause  concern.  particular country   safe   large,   might not    certain individuals.  current example  india.   large, someone returning  india may  relatively safe,    not necessarily true   originate  kashmir,  example.  concentrating   country rather   individual,  danger   injustice might  done.",-1,0.033,0,-0.787
5," solicitor-general outlines  way    police  contact  cps    cps  make decisions.  seems ambitious  think      done  48 hours.   pilots achieved ?",-1,0.4,1,0.477
6,"   explain   get around  conundrum   raised  another place   contrast  birmingham  coventry?  says   airport can raise charges     problem,     no duty  monitor,    recognise     problem?    no duty  monitor   duty  charge,    impose   constraints   airport   coventry    apply   designated airports?",-1,-0.3,-1,-0.913
7,"  sure     agree  half  population  women   vast majority    successful  contributing, not victims,   labour party   us believe.   agree  local businesses employing   small number    benefit   deregulation,   enable   offer jobs  even  women,   can fit    children  school?",-1,0.167,1,0.939
8," congratulate      work  put   ,    worthwhile contribution  localism.   agree  one great virtue  localism    gives elected local authorities  opportunity  inculcate  values   local community? tendring council might  values  wants  promote   context   legislation,  socialist local authorities might want  implement  socialism locally.",-1,0.333,1,0.975
9,"     vein  transparency, openness  frankness,     care  put  record  date    leader   opposition agreed   proposed names?",-1,0.3,0.6,0.772
10,"  right  lady recognise      opacity  conventional accounting  worries     confronted   existence  operations   granite,   not come   notice  even quite experienced observers  northern rock   relatively late stage   life  remains  subject  considerable uncertainty?   one   reasons   forms  audit   sought. not       run  risk  ensuring   party  supports     moved  amendment  not contribute   ?",-1,0.067,-0.143,-0.351
