"id","text","rating","afinn","lsd","vader"
1,"    fit  connect  heater   hot max hose  now   open,   open   return  !",1,0.2,1,0.42
2,"  poor ,  unscrew  easily    spraying  nozzle sometimes detaches   bottle.     .",1,-0.4,0,-0.178
3,"  purchased 3  february  use  spraying bleach  sink  toilet cleaning purposes. one lasted  month,   lasted 3 months   3rd one lasted   month    back  september trying  find something else. maybe    bleach?  maybe   want   water  might work.    worry anymore.   buying  .",1,-0.2,-0.5,-0.382
4,"   careful     item like .  important    model   designed  compact fluorescent bulbs.  particular model  designed  incandescent bulbs.   sun hits  light sensor,  begins  flicker    dim  eventually turns   mid-day.  sensor  essentially behaving like  dimmer. sometimes light   bulb  will reflect   light sensor  result  dimming   bulb.\n\nchoose  different brand  model   designed   used  compact fluorescent lightbulbs.  electricity   sensor flows     nothing fashion,  bulb will  appear   dimmed. like    automatic dawn  dusk controllers,  light  reflects   sensor can still affect  function   device;   case   causing intermittent blinking  random / behavior.\n\nmany factors affect  function   devices. sometimes   shape  color   light fixture. sometimes   length   light bulb  intensity   bulb.  also  like  appearance   lightbulb    lengthened   device.  solution     different model/brand (  big box store) designed  compact fluorescent bulbs.  wrote  review   similar    find  works   use short led bulbs.  mileage will vary.",1,0.35,-0.091,0.914
5,"   followed  instructions precisely     tell   squeaks  reduced  ...   like  joist finder.   used    projects.",1,0.4,1,0.361
6,"  box received  50%  staples broken, amazon   reply   complaint,    payment,     !!!",1,-0.2,-0.333,-0.668
7,"   good   mount sink clips.  liquidity.",1,0.6,0,0.44
8,"  bad   good dang sucks never  ever",1,-0.2,-0.333,-0.477
9,"   received    tabs broken   back    install easily",1,-0.2,0,-0.178
10,"    hoping  get  good deal   toothbrushes.   used braun toothbrush heads  7 years now,   never   bristles separate   brush head.     4   package lasted   month    bristles separated   brushhead ( getting caught   teeth).\n\ni suspect   either:  fake,  factory seconds (rejects).",1,0,-0.429,-0.421
11,"  son buenos.",1,0,0,0
12,"   nails  shipped within reasonable . however  frameing nailer  scheduled   shipped later.  \na project scheduled   nailer  scheduled outside  date  need. therefore  nailer  canceled  \nnails   work   nailer purchased locally.\nthe frameing nailer   shipped twice even though  order  cancelled.  times    refused.",1,-0.3,0,-0.494
13,"    pack  three  two   three broke  light usage.   suggest purchasing     bottles. poor manufacturing.",1,-0.3,-1,-0.71
14,"  picture   add makes  look like  getting   parts..  careful!    searching   faucet adapter  ended    open/close valve!",1,0.4,1,0.57
15,"    meet  expectations  .     boy  school    show  right size.  s   toolbox !!!",1,0,1,0
16,"   work great thank ",1,0.5,1,0.765
17,"    never used  got  turned   seemed  work    went  use  ,   work   contacted  sell  never got  response..  waste   money..",1,-0.2,-1,0.325
18,"      used.     proper size.",1,0,1,0
19,"   worst-   3 broke, whoever heard    bottle breaking?    run    car,   filled  water  pulling  trigger caused   break.  yes break.  looks cool,   another  bottle  .",1,0.067,-1,-0.44
20,"   4 years ago  one  several  purchased   hole  .    math  see   worth 20$  year.   feel sure  others will leak soon,    10$   glad  ...",1,0.267,0.333,0.586
21,"  nothing else  say --  led    nice upgrade,   barrel   unit   short  make contact   power connection.  maglite   10 years old; apparently, considering   , positive, reviews,    common problem.",1,0.2,0.5,0.572
22,"  wrong size!!!  much  hassle  return!",1,-0.4,-1,-0.645
23,"    use.",1,0,0,0
24,"   received  item within two days.  unfortunately,  comes  hard   requires cutting  get     packaging.    return  item     used.    worked .   soon   tried  apply  brush   teeth  second ,  died.  ,  put  back   charger   second day.   died    tried  brush  teeth.   changed  head, just  case.   died .    now   trash.",1,-0.44,-1,-0.934
25,"  terrible!",1,-0.6,-1,-0.525
26,"   pump     two days   became  noisy.     road 500 miles  home    choice   visit  local auto store    replacement.   happy traveler.",1,0.2,1,0.459
27,"   used  mini floor scrubber   living room floor  half way   stopped working. handle  short, unit  light    good   floor",1,0.2,1,0.25
28,"  waste  money will never order    fittings, going  stick  metal ductwork  ground everything good.",1,0.2,0,0.026
29,"    sent   without  handle. someone failed    department.",1,-0.4,-1,0.402
30,"   30 years   never   garbage. dozens  times  drywall driver stripped  head   box  screws,    two  brand screws     happening .  either grip-rite  gone   new cheap chinese factory,    counterfeit.   complete waste  money,   brought  job site   complete halt.     better running   screws   .",1,0.1,-0.5,-0.599
31,"  duct fan   used!   two days fan started making  terrible racket,    replaced.   advertised  like new.",1,0.25,0,0.509
32,"     weakest powered piece  junk ever.     low  cfm output  will  open  back-draft damper--",1,0,-0.333,-0.66
33,"   metal   tip broke right    tried  clamp onto something   even  thick.",1,-0.2,0,-0.421
34,"   arrived    stated. however,    9v battery included ( stated),      try   new batteries,   faulty  just beeped continuously.  contacted amazon (  fulfilled  order)  reimbursed  within 3 days   technology alternatives company's behalf.   comment       come  good instructions/ manual.   made   light/  materials.",1,0.5,0.6,0.625
35,"   grip-rite screws   size  horrible.  will break right   torqued  hard,  threads  jagged pieces  metal      bare hand expect  get metal splinters",1,-0.4,-0.6,-0.402
36,"     damn thing   tried  glue faux diamonds  glass!..",1,-0.8,-1,-0.457
