"id","text","rating","afinn","lsd","vader"
1,"sm",0,0,0,0
2,"tender touch.",0,0.4,1,0
3,"beautiful middle grade b friend, sussy guy, four grad everything together. end getting spotted lizard, name matylda, make warrior origin. short, accident change live, sussy decide must love matylda deep care perfect order hold onto guy memory. credibly touch beautiful, sussy's journey grief move just right pace. side note: cry. - - karina glaser b may 2017: https: / / bookriot. com / 2017 / 06 / 02 / riot -...",0,0.156,0.4,0.878
4,"order local bookshop! look forward summer - aloud girl.",0,0,1,0
5,"* * spoil alert * * chose love 's!!!",0,0.2,0,0.806
6,"o",0,0,0,0
7,"cute playful & text leuyen pham. full view come see finish die cut proper place. ( f & g ).",0,0,0.5,-0.026
8,"breathe beautiful illustrate picture smile. fabulous underwater scene.",0,0.6,1,0.869
9,"decline com.",0,0,0,0
10,"amy approach woman, camilla jaleski, claim mother. now amy know believe...",0,0,0,0
11,"sobre gratidao e importancia de expressar - mos todas pessoas por quem sentimos.",0,0,0,0
12,"ok, tim burton movie lease. just wait movie skipped. wait get pointless, without plot. include, "" look glass "" just put stopped end alice wonderland.",0,-0.2,-0.5,0.128
13,"scribe old - way pick apple emote pride anna family gain.",0,0.4,1,0.7
14,"comparative lit. student might enjoy use verse puss 'n boot study. charm, cat cat culture.",0,0.5,1,0.71
15,""" matte, big bob little bob. "" spread illustrate great line favorite part.",0,0.4,1,0.796
16,"top 10 project 2017 ( booklist )",0,0.4,0,0.202
17,"alphabet read know stuff. salad? can almost hear chorus "" nooooo! "" come preschool storytime group. salad. however, alligator hold bowl salad correspond picture. savvy listen appreciate goofy humor lester's, "" b viking, "", favorite, "" x y important letter. never use. "" b top age range, probably 4 year olds. need old enough appreciate joke whole layout, know slight obscure animal like beaver, iguana, narwhal. luckily, lester include endpage explain joke, read caught beforehand. appropriate funky, "" "" cover wiggle, though even sit still start. cartoonish, bold black outline, animal seem little risque, though soon find "" proper "" alphabet. slide right alphabet theme storytime, go well audience correct read ( stance, might pair forget bacon, pat hutchins. ) four year olds, possible project idea make salad letter page, pick letter think the start letter.",0,0.369,0.765,0.971
18,"well - written great, great job show animal saw l darwin contemplate common accept "" truths "" day, without overwhelm read ( hearer, case ) science.",0,0.467,0.667,0.96
19,"kitapla ilgili yazimizi okumak icin: http: / / 1cay1kitap. com / bir - seftali - bin...",0,0,0,0
20,"one go get check lot library just underwear!",0,0,0,0
21,"true henry, slave, use underground railroad escape freedom. great young learn underground railroad. use easy language young read vivid picture support text. use teach k - 5 student underground railroad. off another perspective underground railroad beside harriet tubman learn school.",0,0.3,1,0.955
22,"scar kid. must behave. must get roll pastry.",0,0,-1,0
23,"light story young. cute character real life situate. sweet.",0,0.4,1,0.718
24,"receive copy bloomsbury usa 's via netgalley exchange hon view.",0,0,0,0
25,"root, p. ( 2009 ). paula bunyan. new york: farrar, straus giroux. 0374357595 new twist tall tale, paula bunyan share famous paul bunyan's young sister paula, little sister since big broth. share many paula's adventure, particular focus love sing. love pursue voice loud shatter people window volume. paula goes wood final able sing free make friend wild animal. paula encounter portion wood cut, paula must front problem large modern imply. create new character enter story america's past, root provide equal foot girl since paula just strong broth. activities: excellent picturebook share teach it american history tall tale. assume read knowledge paul bunyan exploit, teach introduce first. student create tall tale response hear. also, numb classic 's song incorporate prompt student sing alongs. serious note, teach talk web relationship among animal environment forestation develop problem century. favorite quote: "" everyone know paul bunyan, woodcutter ax big blue ox, babe. many people know paula bunyan, little sister. maybe "" little "" right word., tall pine tree strong doz moose. "" "" got paula took humming breath instead sing loud, just nobody holler break window chipping b china. "" "" bear growl, growl right back. "" "" now, folk say mosquitoes north mighty bad, believe true, one day hungry mosquitoes carry paula's bear. "" view, visit sjkessel. blogspot. com.",0,0.14,0.394,0.982
26,"lemony snicket man.",0,0,0,0
27,"love quick short chapter make easy keep turn page.",0,0.4,1,0.796
28,"copy different cover.",0,0,0,0
29,"little dark. episodic, dog move place place struggle survive, lose people love along way. just glad end, around age 12, fan "" gray dawn "", date excite loyal collie misadventure. just grim enough make.",0,0.343,0.111,0.791
30,"port. credible woman.",0,0,1,0
31,"afraid bob shea rip -,. spoil people, sup cute! love! guess study cover bit close... spread rainbow ball probably favorite. sweet little.",0,0.28,0.143,0.93
32,"awesome",0,0.8,1,0.625
