"id","text","rating","afinn","lsd","vader"
1,"sm",0,0,0,0
2,"tender  touching.",0,0.4,1,0
3,"   beautiful middle grade   best friends, sussy  guy, fourth graders   everything together.  end getting  spotted lizard, name  matylda,  make   warrior origin   . shortly ,  accident changes  lives,  sussy decides  must love matylda  deeply  care    perfectly  order  hold onto guy   memory.     incredibly touching  beautiful,  sussy's journey   grief moved  just  right pace. side note:  cried     . 
 -- karina glaser 
   best     may 2017: https://bookriot.com/2017/06/02/riot-...",0,0.28,0.455,0.977
4," order   local bookshop! looking forward   summer -aloud   girl.",0,0,1,0
5,"** spoiler alert ** 
  chose     love 's !!!",0,0.2,0,0.806
6,"o",0,0,0,0
7," cute   playful  & text  leuyen pham.  full review  come   see  finished    die cuts   proper places. (  f&g).",0,0,0.5,-0.052
8,"breathe   beautifully illustrated picture   will   smiling. fabulous underwater scenes.",0,0.6,1,0.878
9,"decline  comment.",0,0,0,0
10,"amy  approached   woman, camilla jaleski,  claims    mother. now amy  know     believe...",0,0,0,0
11,"sobre  gratidao e  importancia de  expressar-mos  todas  pessoas por quem  sentimos.",0,0,0,0
12,"ok,        tim burton movie     released.    just waited   movie  skipped  .   wait  get   pointless, without  plot .     includes, ""  looking glass""   just   put      stopped   end  alice  wonderland.",0,-0.2,-0.333,0.128
13,"describes  old- way  picking apples   emotions  pride anna   family gain.",0,0.4,1,0.7
14,"comparative lit. students might enjoy using  version  puss 'n boots   studies.   charming,   cat   cat   culture.",0,0.5,1,0.791
15,""" matter   , big bob  little bob      .""  spreads illustrating  great line   favorite part.",0,0.35,1,0.802
16,"top 10 project  2017 (booklist)",0,0.4,0,0.202
17,"   alphabet   readers  know  stuff.    salad?  can almost hear  chorus  ""nooooo!"" coming   preschool storytime group.    salad. however,    alligator holding  bowl  salad   corresponding picture. savvy listeners will appreciate  goofy humor  lester's ,  ""b   viking,"" ,  favorites, ""x  y   important letters. never use .""   best      top   age range, probably 4 year olds.   need   old enough  appreciate  joke    whole layout   ,   know slightly  obscure animals like beavers, iguanas,  narwhals. luckily, lester includes  endpage  explains  joke,  readers  caught  beforehand.    appropriately funky,  """"   cover  wiggling,  though   even sit still    start  .    cartoonish,  bold black outlines,   animals  seem  little risque,  though   soon find    ""proper"" alphabet .   slide right   alphabet themed storytime,    go well      audience   correct  reader ( instance,  might pair    forget  bacon,  pat hutchins.)  four year olds,  possible project idea      make      salad letter page, picking  letter  thinking  things   start   letter.",0,0.386,0.778,0.959
18,"well-written  great ,     great job  showing   animals  saw led darwin  contemplate  common accepted ""truths""   day, without overwhelming  reader ( hearer,   case)  science.",0,0.467,0.6,0.92
19,"kitapla ilgili yazimizi okumak icin : http://1cay1kitap.com/bir-seftali-bin...",0,0,0,0
20," one  going  get checked   lot   library just    underwear!",0,0,0,0
21,"    true   henry,    slave,  uses  underground railroad  escape  freedom. 
    great  young   learn   underground railroad.  uses easy language  young readers  vivid pictures  support  text. 
   use    teach k-5 students   underground railroad.  offers another perspective   underground railroad besides  harriet tubman   learned   school.",0,0.3,1,0.955
22,"  scared   kid. must behave. must  get rolled  pastry.",0,-0.4,-1,-0.44
23,"light stories   young .  cute character  real life situations. sweet.",0,0.4,1,0.718
24," received  copy     bloomsbury usa 's  via netgalley  exchange   honest review.",0,0.4,1,0.511
