"id","text","rating","afinn","lsd","vader"
1,"the personnel reduction will be carry out in anjalankoski, hollola, jyvaskyla, jarvenpaa, karhula, turku and valkeakoski it.",-1,0,0,0
2,"finnish suominen corporate that make wet wipe, nonwovens, and flexible package i start employer - employee negotiations at it tampere plant in finland to lay off about 25 employee.",-1,0,0,0.226
3,"the airline estimate that the cancellation of it flight due to the closure of european airspace, and the process of commence traffic, have cause a the company a loss of eur20m, include the cost of strand passenger ' accommodate.",-1,-0.6,0,-0.318
4,"several large stock tack low, however.",-1,0,0,-0.273
5,"compare with the ftse 100 index, which rose 36.7 point ( or 0.6 % ) on the day, this was a relate price change of -0.2 %.",-1,0,0,0
6,"`` there ' s the issue of thieve steal them from build site, ' ' said mr smith.",-1,-0.4,-1,-0.751
7,"venue in the quarter fell 8 percent to ( euro ) 2.4 billion compare to a year early.",-1,0,0,0
8,"operate loss totalled eur 0.9 mn, down from a fit of eur 2.7 mn.",-1,-0.2,0,0.052
9,"a capacity was cut with 1.4 %, the passenger load factor was down 7.8 percentage point.",-1,-0.2,0,-0.273
10,"the company confirm it estimate for low venue for the whole 2009 than the year - ago eur 93.9 million usd 137.3 m a given in the interim port on august 5.",-1,0,1,-0.273
11,"`` the considerably weak u. s. dollar and british pound had an impact on sale and average price in euro, '' upm said.",-1,-0.4,-1,-0.493
12,"accord to the company, in addition to normal seasonal fluctuate the market situate ha weaken during autumn 2008.",-1,0.4,0.333,-0.103
13,"in q1 of 2009, the company 's operate loss totalled eur 0.3 mn, compare to a fit of eur 3.6 mn in q1 of 2008.",-1,-0.2,0,0.052
14,"during the strike, finnair estimate to incur a net loss of between eur2m and eur2 .5 m p day.",-1,-0.4,-1,-0.421
15,"in this case, the effect would be negate in finland.",-1,0,-1,0
16,"23 april 2010 - finnish construction and engineer company outotec oyj hel: ote1v said today it slipped to a net loss of eur7 .3 m in the first quarter of 2010 from a net fit of eur12 .5 m in the correspond period last year.",-1,-0.2,0,0.052
17,"operate fit before non - recurring item was eur 8.3 mn in the first nine months of 2008, compare to eur 8.4 in the correspond period in 2007.",-1,0.2,1,0.361
18,"( adpnews ) - feb 3, 2010 - finland - base steel maker rautaruukki oyj ( hel: rtrks ), or ruukki, said today it slipped to a large - than - expect pretax loss of eur 46 million ( usd 64.5 m ) in the four quarter of 2009 from a",-1,-0.6,-1,-0.318
19,"initial, the company said a maximum of 15 people would be made redundant in the parent company and about 15 in it subsidiary.",-1,0,-1,0
20,"the off, deem too low by finnlines ' board, stand until 4 pm tomorrow.",-1,0,-1,-0.273
21,"due to the rapid crease in net sale, personnel reduction have been carry out on a wide scale than initial expect.",-1,0,0,0
22,"`` the implementation of these program ha had, and will have, negate impact on 2006 and 2007 earn, '' mr meiklejohn said.",-1,0.4,-1,0.34
23,"finnish textile and clothe group marimekko oyj post a net fit of 7.99 mln euro $ 10.4 mln for 2006, compare to 8.4 mln euro $ 10.9 mln for 2005.",-1,0.2,1,0.361
24,"finnish busy software group affectogenimap oyj said it net fit halve to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005.",-1,0.2,1,0.361
25,"earn p share ( eps ) amount to a loss of eur0 .38.",-1,-0.2,-1,-0.026
26,"in finland 's hobby hall 's sale crease by 10 %, and international sale fell by 19 %.",-1,0,0,0
27,"operate fit exclude non - recurring item total eur 5.4 mn compare to eur 5.5 mn in the correspond period in 2007.",-1,0,0,0.153
