"id","text","rating","afinn","lsd","vader"
1,"point order, mr speak. know just come chair, shall brief. state environment, food rural affair start bate, chosen take part, understand wind bate open mark intervention. bear mind importance bate, seem respectful, seem other listen bate, just u parliamentarian. g guidance rule govern?",1,0.4,1,0.67
2,"please confirm direct budgetary framework member state apply unite kingdom, second regulate budgetary surveillance member state apply unite kingdom, regulate enforce member state also apply unite kingdom? twin proposal case, apply euro member affect member state. sure must confirm mass extension european economic, uk comp lot. rose - rose - confirm two big new regulations relate directly unite kingdom? one relate budgetary surveillance member state, relate enforce "" macro - economic imbalance "", commission elegant scribe. new power new regulations. consent? proper elect british chosen certain course action deficit balance payment - whatever - help eu mark homework, condemn use moral suasion say wrong?",0,0.067,0.529,0.715
3,"forty year last experiment, right consider fact population change? old population benefit extra hour. farm also change huge, much milk done cattle kept inside, reason change. surprise support.",1,0.333,1,0.844
4,"sure whether can speak behalf old liberal party, use member, can certain speak behalf liberal democrat. urge liberal democrat member support amend press vote. said, amend represent separate civil service party seek. simply measure devolution political - devolve power, move power uk prime. seem perfect sensible suggestion transfer power senior appointment scotland politician - uk prime - head home civil service unite kingdom, cabinet. might think pure symbolic gesture, provide protection process appoint civil service scotland, exist now. given history prime ministerial interference senior civil service appointment suspect go unite kingdom level - least previous prime - seem entire sensible the. raise question retain power prime, civil service, interfere senior appointment unite kingdom level - issue seem appear, comparison previous draft. perhaps reason nervous amend. come back point devolution. seem perfect reason different system even question scotland, compare re unite kingdom. think threat unity civil service, provide sensible way forward. speak outside, think calman commission provide sensible way forward devolution scotland, approve amend vote committee divide. mind committee, allow speak bate. explain precise end member perth north perthshire sire move amend can achieve stand. grateful put cord exact, can see power. however, seem claim exist. lady say might member think appropriate minister hire fire individual civil servant? sure whether 's point sensible. said dependent scientific advise civil servant. know? seem say now principle - base, oppose rule - base, question: principle previous rule represent? principle previous rule represent, seem, principle minister respect impartiality civil service. however, principle, sign new clause try insert. principle involve, principle involve? minister.",1,0.12,0.667,0.964
5,"apologise miss beginning 's speech. sure point made, made two important point identify fiscal responsibility lie, one part halve amount. however, sure one important benchmark start. neither transparency balance sheet - obvious, go - transparency balance sheet,, along member stone, right member wokingham everybody else conservative bench, go, clear. important understand start point, think go, rather simply halve balance sheet. rose - beg diff. think, know intelligent thoughtful individual, gone corporate project solute website www. cps. co. uk seen three excellent pamphlet written truly - one call "" simply re "", one "" price irresponsibility "" "" hidden debt bombshell ""., call great transparency. mention word "" transparency "", know well general accept account principle today say one acquire company bank 50 p cent. stake, one consolidate balance sheet. mean must much hon debt acquire acquire bank. addition, rule pension liabilities company shown balance sheet; likewise.",1,0.169,0.545,0.977
6,"vote.",0,0,0,0
7,"right lady wax lyrical importance low - carbon economy, case previous labour, emission bare change rise party left office? fact labour member chamber today show little commitment party issue? congratulate right newish appoint. constituent concern many renew carbon commitment previous put back poor energy bill, particular renew heat incentive, carbon capture storage commitment feed - tariff. look least well -, previous busy plunge fuel poverty?",0,0.2,0.333,0.903
8,"agree lot odd the situate, least word "" pauchle "" fact demonstrate without member bethnal green bow, also fact offence committed uk law, try within uk? offence committed, committed within uk, charge uk, extradite.",1,0.08,-0.333,0.273
9,"follow close right 's comparison american constitute effect treaty. parallel, take logical conclusion, presumably european ion power declare war france. serious position make?",0,-0.4,0,-0.637
10,"response member alyn deeside, specifically mention postal ballot parliamentary election. collection paperwork issue scotland elector tick box say want postal ballot election. might seem like nit - pick point, confirm tick box mark, "" election, "" entitle receive postal ballot referendum? parliamentary focus pertinent point 2007 election scotland? many elder voter extreme fuse. many elder constituent proud vote every election since given opportunity. introduction new vote system 2007 made ballot paper fuse, disturb. accept hold another vote day scottish election provide scope fusion, many therefore franchise referendum? grateful parliamentary give way. accept scotland first - past - - post election scottish, alternate vote system, must explain also ye / vote? fine ye / vote - straightforward - additional comply. point just made cede point? point must grasp.",0,0.267,0.571,0.943
