"id","text","rating","afinn","lsd","vader"
1,"home right deal theme value. value lord carlile referred criticised excess use section 44 terrorism act 2000? describe use substantial encroach reason expectation public large face police intervention live reason suspicion commit crime. value threaten event labour party conference stance person told walk cycle pa occur?",-1,-0.15,-0.714,-0.677
2,"can tell coalition determine pick children? right agree measure due financial constraint, conservative kept ctf mechanism place, given success, perhaps cut contribute view instate time better rather abolish fund altogether?",-1,0.2,0.429,0.811
3,"agree programme mote demonstrate strange order priority give law homophobic hatred hour, likely use given year, implement, probably tiny, law murder apply every week court?",-1,-0.133,-0.6,-0.848
4,"understand state argument, concentrate country rather individual case give cause concern. particular country safe large, might certain individual. current example india. large, someone turn india may relative safe, necessarily true originate kashmir, example. concentrate country rather individual, dang justice might done.",-1,0.28,0.333,0.891
5,"solicitor - general outline way police tact cps cps make decisions. seem ambitious think done 48 hour. pilot achieve?",-1,0.4,1,0.477
6,"explain get around conundrum raise another place contrast birmingham coventry? say airport can raise charge problem, duty monitor, recognise problem? duty monitor duty charge, impose constraint airport coventry apply designate airport?",-1,-0.333,-1,-0.799
7,"sure agree half population women vast majority successful contribute, victim, labour party u believe. agree local business employ small numb benefit regulate, enable off job even women, can fit children school?",-1,0.114,0.429,0.93
8,"congratulate work put, worthwhile contribute localism. agree one great virtue localism give elect local authority opportunity inculcate value local community? tendring council might value want mote text legislate, socialist local authority might want implement socialism local.",-1,0.3,1,0.971
9,"vein transparency, open frank, care put cord date lead opposite agree pose name?",-1,0.3,0.6,0.691
10,"right lady recognise opacity conventional account worry front existence operate granite, come notice even quite experience observe northern rock relative late stage life remain subject considerable certainty? one reason form audit sought. run risk ensure party support move amend tribute bate?",-1,-0.1,0.333,0.686
11,"right agree grant choice simply fair? example, settlements fire rescue authority dangerous. nottinghamshire, numb fire tender appliance apparent go reduce 36 30. fund decisions create real serious risk. lady make important point politician obsess debt reduction cost everything else may well find jeopardy. mind chancellor exchequer attitude, think support?",-1,0.029,0.231,-0.264
12,"concern, given nature change, 10 - year restriction inter - busy agree might end bad post office?, new provide may come, might welcome flexibility negotiate agree. scenario paint, might possible post office say royal mail, "" well, go u, look taking postal service provide current accept, run competition service. like u? "" hon negotiate. agree problem scribe affect just post office, business neighbourhoods rural community general, vision 's localism white paper, "" local grow: realising every place's potential, "" might help stimulate interest community local support business? talk good bad manage past. agree let post office manage hook continue innovate term deliver service, particular relate roll - post office local service? service integrate well exist business, village urban area. accept, cuss committee, post office remain owner post office brand busy large tail footprint country, give considerable power negotiate royal mail? existence busy agreement post office royal mail guarantee keep post office open. sure lesson past 10 year. think case might argue way? taking royal mail sale, one demonstrate one secure agree post office network major tail outlet provide sound foot service point sale. network interest getting b possible deal royal mail. cuss, inherent attractiveness post office one great bargain tool. tail outlet country can off bread numb location post office. even major supermarket - probably major bank branch - combine reach scale post office. yet convince realistic tail alternate whereby royal mail take busy wholesale post office g someone else. picture paint opposite member.",-1,0.159,0.556,0.994
13,"right referred ecclesiastical language beginning speech. dangerous, mean u harm already try use religion inappropriate justify action, use terminology legislate perhaps enable, rather less, easily? agree dang opponent, enemy want act state might encourage make statement vocation? way force attorney - general make decision thus drag matte political firmament.",-1,-0.033,-0.091,-0.663
14,"share concern perverse external tariff impoverish third - world nation, hand money department international develop try raise standard?",-1,0.2,-1,0.382
15,"grateful chancellor give way, particular grateful address question put yesterday. concern nervous bank build society community, sure just said study careful. may link point one make need supervisory form? now form financial service market act, financial service authority monitor solvency small lend. therefore ask fsa monitor impact market commercial competitive advantage accrue northern rock result nationalisation? whatever assurance give, public might different view. know intervention yesterday today much share concerns. also taken board fact likely offer northern rock depositor wide imply undermine gilt market? undoubted view city london.",-1,0.222,0.4,0.914
16,"make excellent contribute referring matte relate specifically family, given husband dual citizenship, mother - - law. agree right european citizen live uk participate referendum particular issue u london constituency home huge numb french, german spanish citizen, perhaps know b importance relationship country european ion?",-1,0.24,0.5,0.822
17,"grateful right give way. thirst reduce local authority autonomy way allow pursue redistributionist agenda, incumbent first consider efficacy otherwise exist policy. text, oblige tell u assess made effect change rule use capital receipt sale council house last size interest payment local authority debt?? always particular pleasure joust endless tergiversations chameleon - like behaviour liberal democrat readily absorb avail bate today, seem profit u allow happen. question like answer question ask,. can right simply tell non - partisan basis assess made effect change made previous policy toward use capital receipt sale council house level interest payment local authority debt? fortunate, right ' s position; perverse appetite nationalisation local decision make seem satiable. least cede local authority substantial debt source sale council house, responsibility use latte pay former, benefit council ' legitimate acquire fund?",-1,0.168,0.556,0.97
